signatur;pdf_file_url;key;summary
23.5258;https://grosserrat.bs.ch/dokumente/100404/000000404713.pdf;000000404713.pdf;Es wird vorgeschlagen, sinnvolle Beschäftigungsprogramme für unbegleitete minderjährige Asylsuchende anzubieten, um ihre Probleme zu reduzieren und ihnen beruflich hilfreiche Fähigkeiten zu vermitteln. Zusätzlich sollen Angebote zur Gestaltung ihres Tagesablaufs geschaffen werden, um sie tagsüber zu beschäftigen. Die Kosten für solche Aktivitäten sollten vom Bund übernommen werden.
23.5255;https://grosserrat.bs.ch/dokumente/100404/000000404710.pdf;000000404710.pdf;Die Interpellantin stellt Fragen zur Verhältnismäßigkeit des Polizeieinsatzes bei einer friedlichen Demonstration am 1. Mai 2023. Sie möchte wissen, warum die Bewilligung entzogen wurde und warum die Polizei nicht proaktiv mit den Organisatoren gesprochen hat. Die Regierung sollte alternative Lösungen in Betracht ziehen, das Vertrauen wiederherstellen und eine unabhängige Untersuchung der Ereignisse erwägen.
23.5254;https://grosserrat.bs.ch/dokumente/100404/000000404709.pdf;000000404709.pdf;Die Interpellation Nr. 64 vom Mai 2023 befasst sich mit dem Thema wertebasierte Versorgung im Gesundheitswesen. In den USA belohnen wertbasierte Versorgungsprogramme die Qualität der Pflege. Der Interpellant möchte wissen, ob der Regierungsrat das Konzept für sinnvoll erachtet und ob sich das Gesundheitsdepartement und die Gesundheitsversorgungseinrichtungen des Kantons Basel-Stadt damit befassen. Es wird auch nach möglichen Pilotprojekten und den daraus gezogenen Schlussfolgerungen gefragt. Eine Quelle für weitere Informationen ist die Website des Centers for Medicare and Medicaid Services (CMS).
23.5252;https://grosserrat.bs.ch/dokumente/100404/000000404707.pdf;000000404707.pdf;Interpellation Nr. 63 (Mai 2023) zur Verbesserung der polizeilichen Kommunikation bei Demonstrationen. Kontroverse Meinungen über den Polizeieinsatz am 1. Mai 2023. Polizei findet bei Eingekesselten Schutzmaterial und verbotene Pyros. Polizei hat Aufgabe, Straftaten zu verhindern. Polizeieinsatz soll intern analysiert werden. Beobachter informiert sich über Geschehen bei Demonstration. Polizei informiert durch Dialog-Teams, Lautsprecher und Twitter-Meldungen. Demonstrierende solidarisieren sich mit Eingekesselten und stören bewusst Polizeidurchsagen. Staatsrechtsprofessor betont bessere Kommunikation als Lösung. Regierungsrat wird um Beantwortung von Fragen zur Kommunikation gebeten. Verbesserungspotenzial und neue digitale Kanäle werden diskutiert.
23.5248;https://grosserrat.bs.ch/dokumente/100404/000000404701.pdf;000000404701.pdf;Ein Bericht der Basler Zeitung vom 2. Mai 2023 enthüllt eine Lücke im Kindesschutz, da einige Kantone die Empfehlung der EDK, pädophile Lehrpersonen auf einer Liste zu erfassen, nicht umgesetzt haben. Die Basler Zeitung konnte die Liste einsehen und fand heraus, dass die meisten eingetragenen Personen ein Diplom auf Primarstufe hatten. Insgesamt waren Anfang 2023 92 Lehrer vermerkt, denen die Unterrichtsberechtigung entzogen wurde. Der Kanton Basel-Stadt fehlt überraschenderweise auf der Liste, was zu Fragen an den Regierungsrat führt.
23.5247;https://grosserrat.bs.ch/dokumente/100404/000000404679.pdf;000000404679.pdf;Der Regierungsrat plant die Umsetzung der OECD-Mindeststeuer in der Schweiz durch eine Verfassungsänderung. Das Volk wird darüber am 18. Juni 2023 abstimmen. Bei Annahme der Vorlage sollen stabile Rahmenbedingungen geschaffen und Steuereinnahmen gesichert werden.
23.5246;https://grosserrat.bs.ch/dokumente/100404/000000404678.pdf;000000404678.pdf;In der Schweiz beziehen viele ältere Menschen keine Ergänzungsleistungen (EL), obwohl sie Anspruch darauf hätten. Eine Studie zeigt, dass vor allem vulnerable Bevölkerungsgruppen wie Frauen, pensionierte Ausländer:innen und Personen mit niedrigem Bildungsstand betroffen sind. Amina Trevisan stellt dem Regierungsrat Fragen zur Überwindung sprachlicher Hürden, zur Erreichung von älteren Menschen ohne Internetzugang und zur Information von pensionierten Menschen ohne Schweizer Staatsangehörigkeit.
23.524;https://grosserrat.bs.ch/dokumente/100404/000000404582.pdf;000000404582.pdf;Die kantonale Filmförderung in Basel hat sich positiv entwickelt, mit der Gründung neuer Produktionsfirmen, einem Anstieg von Filmschaffenden und der Eröffnung eines Filmstudios. Die wirtschaftliche Bedeutung des Filmschaffens für die Region Basel wird betont, da die Umsätze aus der freien Filmproduktion höher sind als die investierten Fördermittel. Die Filmbranche ist eine Schlüsselbranche der Kreativwirtschaft und ein wichtiger wirtschaftlicher Standortfaktor.
23.5239;https://grosserrat.bs.ch/dokumente/100404/000000404581.pdf;000000404581.pdf;Es wird eine schriftliche Anfrage bezüglich eines Musikschulgesetzes in Basel-Stadt gestellt. Es wird betont, dass musikalische Bildung für alle zugänglich sein sollte und dass Basel-Stadt kein solches Gesetz hat. Es werden Fragen zu Herausforderungen wie dem Teuerungsausgleich und der Behandlung von Wartelisten gestellt und ob ein Musikschulgesetz sinnvoll wäre.
23.5231;https://grosserrat.bs.ch/dokumente/100404/000000404580.pdf;000000404580.pdf;Tonja Zürcher, Patrizia Bernasconi und Jean-Luc Perret setzen sich beim TNW gegen eine angekündigte Preiserhöhung ein. Falls sie damit keinen Erfolg haben, wollen sie dem Grossen Rat eine Vorlage zur Vergünstigung des U-Abos vorlegen, um die Preiserhöhungen beim TNW auszugleichen.
23.5235;https://grosserrat.bs.ch/dokumente/100404/000000404576.pdf;000000404576.pdf;"Die Initiative ""Basel Rutscht"" plant eine Wasserrutschbahn von der Johanniterbrücke in den Rhein, die jedoch nie umgesetzt wurde. Im Zuge der Planungen für das Klybeck bis Westquai und der Testplanung für Ersatzflächen während des Rheintunnel-Baus wird nun die Idee eines Rheinpools auf der Höhe der Dreirosenbrücke konkretisiert. Der Regierungsrat wird gebeten, die Idee einer großen Rutschbahn bei der Planung der Rheinbadestelle Dreirosenbrücke zu berücksichtigen."
23.5229;https://grosserrat.bs.ch/dokumente/100404/000000404571.pdf;000000404571.pdf;Es wird darauf hingewiesen, dass die Schülerinnen und Schüler im A-Zug der Sekundarschule nicht benachteiligt werden sollen und eine gleiche Anzahl Unterrichtslektionen wie ihre Alterskollegen in anderen Kantonen erhalten sollen. Dadurch sollen ihre Chancen auf dem Arbeitsmarkt verbessert und zusätzliche Kosten vermieden werden. Der Regierungsrat wird aufgefordert, entsprechende Maßnahmen zu ergreifen, um dies zu ermöglichen. Um die Lernziele des Lehrplans 21 zu erreichen und im Wettbewerb mit anderen Kantonen konkurrenzfähig zu sein, werden vermehrt Unterrichtslektionen in kleinen Gruppen oder mit Doppelbesetzung angeboten.
23.5217;https://grosserrat.bs.ch/dokumente/100404/000000404485.pdf;000000404485.pdf;Die Motion fordert den Regierungsrat auf, das Bau- und Planungsgesetz anzupassen, um den unterirdischen Schutz von Grünanlagenzonen sicherzustellen. Grünflächen in dicht bebauten Gebieten sollen ihre Funktion behalten und weder unterbaut noch beeinträchtigt werden. Kleinere Bauten sind ausgenommen, größere Bauvorhaben müssen dem Grossen Rat eine Zonenplanänderung vorlegen.
23.5212;https://grosserrat.bs.ch/dokumente/100404/000000404480.pdf;000000404480.pdf;Grossrätinnen und Grossräte im Kanton Waadt fordern die Aussetzung von Rückführungen nach Kroatien aufgrund zahlreicher dokumentierter Menschenrechtsverletzungen. Der Europäische Gerichtshof für Menschenrechte hat Kroatien bereits zum zweiten Mal verurteilt. Sie bitten die Regierungsrätin, die Zumutbarkeit von Rückführungen zu überprüfen und den Vollzug auszusetzen.
23.5211;https://grosserrat.bs.ch/dokumente/100404/000000404478.pdf;000000404478.pdf;Die Motion fordert Maßnahmen zur Beschleunigung von Bauprojekten im Kanton Basel-Stadt. Öffentliche Bauprojekte dauern oft länger, werden teurer und verzögern sich. Die Motionäre fordern vom Regierungsrat einen Maßnahmenkatalog, der die Dauer von der Planung bis zur Fertigstellung öffentlicher Projekte um mindestens ein Drittel verkürzt.
23.5209;https://grosserrat.bs.ch/dokumente/100404/000000404477.pdf;000000404477.pdf;Der Kanton Basel-Stadt plant ähnliche Informationsveranstaltungen wie Basel-Landschaft, um ehemalige Lehrpersonen zum Wiedereinstieg zu motivieren. Es werden Maßnahmen zur Nutzung der Erfahrungen pensionierter Lehrpersonen überlegt, z.B. im Mentoring. Der Regierungsrat möchte den Lehrberuf attraktiver gestalten und sicherstellen, dass der Schulunterricht Priorität hat.
23.5208;https://grosserrat.bs.ch/dokumente/100404/000000404476.pdf;000000404476.pdf;Die Möglichkeit, Zivilprozesse auf Englisch zu führen, könnte den Justizstandort attraktiver machen, insbesondere für internationale handelsrechtliche Streitigkeiten. Basel-Stadt hat jedoch auf die Einrichtung eines Handelsgerichts verzichtet. Es wird gefragt, ob die Justiz in der Lage sein wird, Zivilprozesse auf Englisch zu führen, und ob Verfahren in anderen Landessprachen ermöglicht werden könnten.
23.5207;https://grosserrat.bs.ch/dokumente/100404/000000404468.pdf;000000404468.pdf;In der Dreirosenanlage in Basel gibt es zunehmend Probleme mit der Sicherheitslage, insbesondere in Bezug auf unbegleitete minderjährige Asylbewerber. Der Regierungsrat wird gebeten, die Echtheit eines Protokolls zu bestätigen und Fragen zur Zunahme von Delikten und der Sicherheitslage zu beantworten. Es werden Maßnahmen ergriffen, um die Lage zu verbessern und ähnliche Entwicklungen an anderen Hotspots zu verhindern.
23.5205;https://grosserrat.bs.ch/dokumente/100404/000000404466.pdf;000000404466.pdf;"Die Gruppe ""Pharma für alle"" hat den Antrag gestellt, die Sandoz in eine gemeinnützige Trägerschaft zu überführen. Die Arzneimittelkrise und die globale Abhängigkeit von der Wirkstoffproduktion haben gezeigt, dass die Versorgung mit lebensnotwendigen Medikamenten in der Schweiz nicht mehr sicher ist. Roche und Novartis haben Aktienrückkäufe in Milliardenhöhe getätigt, obwohl sie genügend Kapital haben. Die Arzneimittelkrise ist ein Ausdruck des Marktversagens. Basel ist ein wichtiger Pharma-Standort, und Novartis plant, die Generika-Sparte Sandoz auszugliedern oder zu verkaufen, um sich auf teure Medikamente zu konzentrieren. Der Regierungsrat wird um seine Meinung zur Überführung von Sandoz in eine gemeinnützige Trägerschaft gebeten. Es wird gefragt, ob der Regierungsrat der Meinung ist, dass dies ein Zukunftsmodell für die Grundversorgung mit Generika und die Antibiotikaherstellung darstellt. Es wird auch gefragt, ob der Regierungsrat bereit ist, sich an einer solchen Ausgliederung zu beteiligen und ob er die Forderung nach einem gemeinnützigen Forschungsinstitut zur Erforschung und Entwicklung neuer Antibiotika unterstützt. Schließlich wird der Regierungsrat gebeten, die Möglichkeit einzuschätzen, mit der Überführung von Sandoz in eine gemeinnützige Trägerschaft einen Service-Public-Pharmacluster in der Region Basel aufzubauen."
23.52;https://grosserrat.bs.ch/dokumente/100404/000000404461.pdf;000000404461.pdf;Die Interpellantin kritisiert, dass der externe Untersuchungsbericht über die Verfehlungen der Ballettschule Theater Basel nicht veröffentlicht wurde, obwohl er öffentlich finanziert wurde. Zudem entschuldigte sich die Direktorin der Schule nur bedingt und scheint die Verantwortung eher bei den Schülerinnen zu sehen. Es wird auch auf Missbrauchsvorwürfe gegen die Basel Dance Academy hingewiesen und dass der Schweizerische Tanzverband nicht ausreichend reagiert hat. Die Interpellantin fordert den Regierungsrat auf, zu erklären, warum die Schule allein über die Veröffentlichung des Untersuchungsberichts entscheiden durfte.
23.5197;https://grosserrat.bs.ch/dokumente/100404/000000404459.pdf;000000404459.pdf;"Die Medien berichten über zunehmende physische Gewalt im Kanton Basel-Stadt, die sowohl häufiger als auch brutaler geworden ist. Im Jahr 2022 wurden schweizweit insgesamt 22.723 Gewaltstraftaten von Personen mit männlichem Geschlechtseintrag und 5.523 Gewaltstraftaten von Personen mit weiblichem Geschlechtseintrag verübt. Die Regierung wird nach möglichen Erklärungen für die ungleiche Verteilung der Gewaltstraftaten auf die Geschlechtseinträge ""männlich"" und ""weiblich"" gefragt und wie sie mit der Zunahme der Gewaltstraftaten und der Gewaltbereitschaft bei Demonstrationen und Fußballspielen umgeht. Es wird auch nach den Maßnahmen zur Gewaltprävention, insbesondere für Männer, gefragt und ob diese ausreichend sind."
23.5199;https://grosserrat.bs.ch/dokumente/100404/000000404458.pdf;000000404458.pdf;Die Interpellation Nr. 50 behandelt den Untergang der Credit Suisse und ihre Übernahme durch die UBS, was zu Veränderungen im Schweizer Bankwesen und Unsicherheit in der Bevölkerung geführt hat. Viele Kunden haben ihre Gelder von der CS und UBS zu Kantonalbanken transferiert, da diese noch Staatsgarantien haben. Die Regierung wird aufgefordert, die Auswirkungen auf die BKB und den Kanton Basel-Stadt zu erklären und Maßnahmen zur Stärkung der BKB und Sicherung ihrer Position in der Region zu erläutern. Es wird auch gefragt, ob eine Zusammenarbeit oder Fusion von Kantonalbanken zur Stärkung in Betracht gezogen wird und ob die Bonikultur der BKB überprüft wird.
23.5193;https://grosserrat.bs.ch/dokumente/100404/000000404418.pdf;000000404418.pdf;Die Interpellation Nr. 46 fordert eine Überarbeitung des Baubewilligungsverfahrens im Kanton Basel-Stadt aufgrund von Beschwerden seitens Bauherrschaften und der Bauplanungsbranche. Das aktuelle Verfahren erschwert und verzögert den Wohnungsbau und CO2-Reduktionsmaßnahmen. Es wird betont, dass das Recht der Eigentümer, ohne unnötige Behinderungen zu bauen oder umzubauen, gewährleistet sein muss. Die Interpellation enthält sechs Fragen, die den Regierungsrat auffordern, Verbesserungen anzuerkennen und die Digitalisierung zu berücksichtigen, die Koordination zu verbessern, das Fachwissen sicherzustellen und die Kundenfreundlichkeit zu verbessern.
23.518;https://grosserrat.bs.ch/dokumente/100404/000000404410.pdf;000000404410.pdf;Aufgrund des Krieges zwischen Russland und der Ukraine sind viele Flugzeuge in Basel gestrandet oder beschlagnahmt worden. Eric Weber möchte wissen, wie viele Flugzeuge noch auf dem Euro Airport lahmgelegt sind und ob US-Kriegsflugzeuge immer noch Tankstopps auf dem Euro Airport Basel machen wie beim Irak-Krieg vor 40 Jahren. Zudem interessiert ihn, ob das Benzin für die Flugzeuge über die Schweiz und den Korridor von Basel oder über Frankreich auf den Euro Airport geliefert wird.
23.5173;https://grosserrat.bs.ch/dokumente/100404/000000404403.pdf;000000404403.pdf;In einer schriftlichen Anfrage weist Eric Weber auf das Problem doppelter Straßennamen hin und betont, dass auch Verwaltungen Fehler machen können. Er nennt das Beispiel der Weber-Gasse in Basel und Riehen und stellt drei Fragen zur Vorgehensweise der Basler Regierung bei Namensdopplungen, der Möglichkeit, in Basel eine eigene Straße zu kaufen, und warum Roche eine Bus-Haltestelle mit eigenem Namen erwerben konnte.
23.5172;https://grosserrat.bs.ch/dokumente/100404/000000404402.pdf;000000404402.pdf;Die Anfrage erkundigt sich nach den Bemühungen der Basler Regierung, mehr Pop-Konzerte in Basel anzubieten, da viele junge Menschen für solche Veranstaltungen in andere Städte reisen müssen. Es wird auch nach den Erwartungen der Veranstalter an die Städte, wie z.B. kostenlose Hotelübernachtungen, gefragt. Des Weiteren wird nach den Kosten für die Polizei bei Großkonzerten gefragt und wer diese Kosten trägt. Schließlich wird gefragt, ob bereits Konzerte für Basel in den Jahren 2023 bis 2025 geplant und buchbar sind.
23.5191;https://grosserrat.bs.ch/dokumente/100404/000000404400.pdf;000000404400.pdf;Der Kanton Basel-Stadt hat einen Wohnungsbestand von 114.000 Wohnungen, wovon 9.000 Einfamilienhäuser sind und die Wohneigentumsquote bei 15,5% liegt. Seit der Finanzkrise gibt es einen Anstieg von Immobilienkonzernen am Wohnungsbestand, während gemeinnützige und öffentliche Eigentümer stagnieren. Mietpreiserhebungen zeigen, dass Mieten bei Immobilienkonzernen stärker erhöht werden. Es fehlen statistische Daten und eine Strategie, um Zielquoten für den gemeinnützigen und öffentlichen Wohnungsbau zu erreichen. Der Regierungsrat wird gebeten, Fragen zur Entwicklung des Wohnungsbestands zu beantworten.
23.5168;https://grosserrat.bs.ch/dokumente/100404/000000404397.pdf;000000404397.pdf;Es wird nachgefragt, warum der Swiss Pass nicht mit der BVB Karte kompatibel ist und ob die Regierung über das Problem Bescheid weiß. Außerdem wird nach den jährlichen Kosten für das U-Abo gefragt und nach möglichen Lösungen, um weniger Karten im Geldbeutel zu haben.
23.5166;https://grosserrat.bs.ch/dokumente/100404/000000404395.pdf;000000404395.pdf;Eric Weber hat eine schriftliche Anfrage zu Kindergräbern und dem muslimischen Grabfeld in Basel gestellt. Er möchte Informationen über die Anzahl der Kindergräber, das Alter eines Kindergrabes, die Aufhebungsdauer, den Zeitpunkt der Errichtung des muslimischen Grabfeldes und die Anzahl der muslimischen Gräber in Basel erhalten. Außerdem interessiert ihn, ob neue muslimische Grabfelder geplant sind und wie viele Gräber insgesamt auf dem Friedhof Basel vorhanden sind und noch errichtet werden können.
23.5161;https://grosserrat.bs.ch/dokumente/100404/000000404390.pdf;000000404390.pdf;Die Deutsche Bahn führt Bauarbeiten zwischen Frankfurt und Basel durch, die noch mindestens zehn Jahre dauern werden. Dadurch erreichen über 50 Prozent der Züge Basel verspätet, was Probleme für Reisende, die ihren Flug ab Basel erreichen möchten, verursacht. Es ist unklar, ob die Basler Regierung über die Baustelle informiert wurde und welche Maßnahmen sie ergreifen wird, um das Chaos am Bahnhof Basel zu verhindern.
23.5159;https://grosserrat.bs.ch/dokumente/100404/000000404388.pdf;000000404388.pdf;Anfrage zu Schwarzarbeit in Basel: Wie viele Fälle gab es in den letzten fünf Jahren? Falls zu lang, bitte Informationen der letzten zwei Jahre.
23.5155;https://grosserrat.bs.ch/dokumente/100404/000000404384.pdf;000000404384.pdf;Eric Weber hat eine schriftliche Anfrage bezüglich seiner Ausladung vom Büro für Gleichstellung zum Mädchen-Parlament gestellt. Er erhielt eine Einladung zur Schluss-Konferenz, durfte jedoch nicht auf die Tribüne, da er als zu bekannt in den sozialen Medien galt. Das Büro für Gleichstellung erstattete ihm jedoch seine Reisekosten. Eric Weber möchte wissen, warum er nicht auf die Tribüne durfte, wer diese Entscheidung getroffen hat und ob er beim nächsten Mädchen-Parlament teilnehmen darf. Außerdem interessiert ihn, wann das nächste Mädchen-Parlament und das nächste Jungen-Parlament stattfinden und wie viel Honorar an die Referentinnen gezahlt wurde.
23.5149;https://grosserrat.bs.ch/dokumente/100404/000000404378.pdf;000000404378.pdf;Die Anfrage betrifft die Gäste der Basler Regierung bei der Fasnacht 2023. Es wird nach der Anzahl der eingeladenen und nicht erschienenen Gäste sowie den Kosten für diese Gäste gefragt. Zudem wird die Möglichkeit erörtert, jedes Jahr 10 bis 15 Grossräte zum Morgenstreich einzuladen.
23.5144;https://grosserrat.bs.ch/dokumente/100404/000000404372.pdf;000000404372.pdf;Die Basler Polizei hat vor der Fasnacht fast 200 Velos abgeschleppt, es ist jedoch unklar, ob auch andere Fahrzeuge betroffen waren. Es wird nicht erwähnt, wie viele Velos im Zeughaus abgeholt wurden oder was mit den nicht abgeholten Velos passiert. Es wird die Frage aufgeworfen, ob der Kanton die nicht abgeholten Velos verkaufen könnte, um Geld einzunehmen.
23.5186;https://grosserrat.bs.ch/dokumente/100404/000000404369.pdf;000000404369.pdf;hat einen Antrag gestellt, die Überdachung der Birsig in Grossbasel zu öffnen, um den Fluss wieder sichtbar zu machen und Basel attraktiver für Touristen zu gestalten.
23.5182;https://grosserrat.bs.ch/dokumente/100404/000000404366.pdf;000000404366.pdf;Eine kostenlose Rathausführung für Grossräte wird vorgeschlagen, da sie Werbung für das Parlament machen. Das Büro des Grossen Rates soll prüfen, ob Grossratsmitglieder kostenlos teilnehmen und bis zu fünf Gäste mitbringen dürfen. (96 Tokens)
23.5181;https://grosserrat.bs.ch/dokumente/100404/000000404365.pdf;000000404365.pdf;Der Anzug betrifft das kantonale Wahl- und Stimmrecht, das nur für Steuerzahler gelten soll. Es wird vorgeschlagen, dass auch Ausländer, die das Steuerkriterium erfüllen und mindestens fünf Jahre im Land sind, das Stimmrecht erhalten sollten. Der Regierungsrat wird gebeten, zu prüfen, wie ein solches kantonales Wahl- und Stimmrecht nur für Steuerzahler eingeführt werden kann.
23.5138;https://grosserrat.bs.ch/dokumente/100404/000000404360.pdf;000000404360.pdf;Die eidgenössische Bürgerrechtsverordnung legt fest, dass Einbürgerungswillige in der Schweiz mindestens das Sprachniveau B1 mündlich und A2 schriftlich beherrschen müssen. Es gibt jedoch politische Forderungen nach Übersetzungen von Abstimmungsbroschüren in andere Sprachen. Das Ziel sollte jedoch sein, die sprachliche Integration zu fördern, da Sprache der Schlüssel zur Teilnahme am öffentlichen Leben ist.
23.5128;https://grosserrat.bs.ch/dokumente/100404/000000404330.pdf;000000404330.pdf;Am 30. Januar 2023 brach ein Brand im Schulhaus Brunnmatt aus, der große Schäden verursachte. Es wurden keine Rauchmelder gefunden und die Polizei vermutet Brandstiftung. Dieses Ereignis wirft Fragen zur Vorbereitung auf Katastrophen in der Schweiz auf, insbesondere zur Ausstattung mit Rauchmeldern, zur Vorbereitung auf Brände während des Schulbetriebs und zur Kontrolle von Evakuationsübungen.
23.5127;https://grosserrat.bs.ch/dokumente/100404/000000404328.pdf;000000404328.pdf;Der Regierungsrat plant eine Neubewertung der Universitären Altersmedizin Felix Platter (UAFP) und eine Wertberichtigung in der Bilanz des Kantons. Der bestehende Beteiligungswert für die UAFP soll vollständig abgeschrieben werden. Es gibt Fragen zur Entwicklung, Genehmigung und Überwachung der Businesspläne für die UAFP, zum Umgang mit Teuerung und Fachkräftemangel, zu den Gründen für die Abschreibung und zu den finanziellen Konsequenzen der Arbeitszeitverkürzung der Mitarbeiter.
23.5126;https://grosserrat.bs.ch/dokumente/100404/000000404294.pdf;000000404294.pdf;Die Stadt Basel plant die Schaffung von öffentlichen Plätzen und Räumlichkeiten für Jugendliche und junge Erwachsene, wobei die Meinungen der jungen Menschen in die Planung einbezogen werden sollen. Der Regierungsrat wird gebeten, vorhandene Räumlichkeiten zu prüfen und neue zu gestalten, um den Bedürfnissen der Jugendlichen gerecht zu werden. Es wird angestrebt, das Projekt zeitnah umzusetzen, bevor neue Nachbarschaften die Nutzung der Plätze beeinträchtigen könnten.
23.5122;https://grosserrat.bs.ch/dokumente/100404/000000404290.pdf;000000404290.pdf;von der SVP hat die Interpellation eingereicht und fordert eine detaillierte Auflistung der Immobilien sowie Informationen über mögliche Umschichtungen. Die Credit Suisse und die UBS haben bisher keine Stellungnahme zu den Vorwürfen abgegeben.
23.5121;https://grosserrat.bs.ch/dokumente/100404/000000404288.pdf;000000404288.pdf;Die Universitäre Altersmedizin Felix Platter (UAFP) benötigt 92 Millionen Franken aufgrund von Problemen mit dem Neubau und gestiegenen Kosten. Der Businessplan hat sich als nicht funktionierend erwiesen und das UAFP hat bereits Wertberichtigungen in Höhe von 16 Millionen Franken vorgenommen. Es werden Fragen zum Vorgehen gestellt und wie gleiche Bedingungen zwischen öffentlichen und privaten Anbietern sichergestellt werden können.
23.512;https://grosserrat.bs.ch/dokumente/100404/000000404286.pdf;000000404286.pdf;vom Bau- und Verkehrsdepartement schlägt vor, die Trottoirabsenkung beim Spalentor aufzuheben, um Platz für eine provisorische Verschiebung der Tramhaltestelle und eine Veloroute zu schaffen. Die endgültige Lösung für die Spalenvorstadt soll im Rahmen eines Verkehrssicherheitsprojekts gefunden werden. Hochuli bittet den Regierungsrat um Informationen zum Stand der Planung, zur Finanzierung und zur Einbeziehung von Pro Velo und Behindertenverbänden.
23.5118;https://grosserrat.bs.ch/dokumente/100404/000000404283.pdf;000000404283.pdf;Die Regierung wird das Ausführungsprojekt ablehnen, wenn keine Pläne für die Entlastung, Umnutzung oder den Rückbau der Osttangente vorliegen. Falls doch, werden alternative Maßnahmen ergriffen, um die versprochene Entlastung der Wohnquartiere durch den Rheintunnel zu gewährleisten. Sollte die Regierung das Projekt ablehnen, werden weitere Maßnahmen ergriffen, um die Einhaltung des kantonalen Gesetzes sicherzustellen, und die Regierung wird darauf hinwirken, dass die Osttangente nach dem Bau des Rheintunnels in kantonales Eigentum übergeht.
23.5109;https://grosserrat.bs.ch/dokumente/100404/000000404222.pdf;000000404222.pdf;Die Interpellation Nr. 30 befasst sich mit dem zunehmenden Linksextremismus in Basel-Stadt, der als Gefahr für die Rechtsordnung betrachtet wird. Es wird kritisiert, dass die Regierung von Basel-Stadt sich nicht ausreichend mit dem Thema auseinandersetzt und dass bestimmte linke Organisationen den Linksextremismus tolerieren. Es werden Fragen zur Bekämpfung des Linksextremismus und zur Solidarisierung mit Linksextremen gestellt.
23.5105;https://grosserrat.bs.ch/dokumente/100404/000000404218.pdf;000000404218.pdf;Die Interpellation Nr. 26 vom März 2023 befasst sich mit der Gewährleistung der Bewirtschaftung und Benutzung der Rheingasse durch Anwohnende, Gewerbetreibende und Veranstaltende. Die Gastronomie in der Rheingasse hat bereits unter den Pandemiejahren gelitten und weitere Bauarbeiten könnten die Attraktivität der Straße beeinträchtigen. Es wird gefragt, wie die Durchführung des Weihnachtsmarktes und der Außengastronomie während der Bauarbeiten gewährleistet werden kann und wie die Bauarbeiten zeitlich geplant werden können, um zusätzliche Einschränkungen zu vermeiden.
23.5101;https://grosserrat.bs.ch/dokumente/100404/000000404184.pdf;000000404184.pdf;Die Interpellation Nr. 23 vom März 2023 fordert den Regierungsrat auf, die Aufnahme und medizinische Versorgung von 50 Kindern und ihren Begleitpersonen aus dem Erdbebengebiet zu ermöglichen. Die Bevölkerung ist bereit, bei der Unterbringung zu helfen, und es wird nach der Bereitschaft des Regierungsrats gefragt, die Koordination zu unterstützen. Es wird auch nach weiteren geplanten Unterstützungsmaßnahmen für die Erdbebenopfer in der Türkei und Syrien gefragt.
23.5097;https://grosserrat.bs.ch/dokumente/100404/000000404181.pdf;000000404181.pdf;Der Unterzeichnende hat den Stadtrat um Auskunft gebeten, wie er mit der rechtswidrigen Aufstellung von Reklamereitern umgeht und welche Maßnahmen er ergreifen wird, um dies zu unterbinden. Zudem bittet er den Regierungsrat um Informationen zu den Kontrollen und Sanktionen im Zusammenhang mit Reklamereitern in Basel, einschließlich Verwarnungen und Strafen. Es werden auch Ausgleichsmaßnahmen für Geschäfte während Baustellen gefordert.
23.5095;https://grosserrat.bs.ch/dokumente/100404/000000404108.pdf;000000404108.pdf;Die Unterzeichnenden fordern den Erhalt des intakten Grünraums in der Schutzzone Maiengasse - Mittlere Strasse - Friedensgasse, um die Versiegelung von Naturboden und die Zerstörung von geschützten Bäumen und Hecken zu stoppen. Zudem soll die Einhaltung der Richtlinien des Stadtklimakonzepts des Kantons Basel-Stadt gewährleistet und der Klimaschutz sichergestellt werden. Das Bürgerspital Basel hat eine Ausnahmebewilligung für den Bau eines überdimensionierten Renditegebäudes erhalten, was zu einer Versiegelung von Naturboden und Beeinträchtigung des Stadtklimas führen würde.
23.5091;https://grosserrat.bs.ch/dokumente/100404/000000404103.pdf;000000404103.pdf;Die Situation in der Riehenteichanlage, in Bezug auf Freilaufareale für Hunde, hat sich nicht verbessert. Auch die Hundefreilaufzone im Margarethenpark wurde trotz Versprechungen nicht umgesetzt und es gibt keine Informationen über ein Ersatzprojekt. Zusätzlich wird es ab diesem Jahr in Teilen der Lange Erlen eine Leinenpflicht geben, was die Situation für Hundehalter verschärft. Die Unterzeichnenden fordern den Regierungsrat auf, das Angebot an Hundefreilaufarealen und Hundeparks in Basel-Stadt auszubauen.
23.5094;https://grosserrat.bs.ch/dokumente/100404/000000404098.pdf;000000404098.pdf;Vor vier Jahren haben die Kantone Basel-Stadt und Baselland den Staatsvertrag zur gemeinsamen Gesundheitsregion (GGR) angenommen, um die Gesundheitsversorgung zu optimieren. Das Universitätsspital Basel plant eine neue Klinik für Nierenheilkunde, was jedoch zu Konkurrenz mit dem Kantonsspital Baselland führt, das bereits eigene Dialyse-Stationen betreibt. Die Kapazitäten in der Region sind noch nicht ausgelastet und die Tendenz zu Heimdialysen steigt, weshalb die Expansionspläne des Universitätsspitals Basel den Sinn und Zweck des Staatsvertrags in Frage stellen.
